id,username,created_at,lng,lat,text
1518365312529408001,rrobertswxlab,Sun Apr 24 23:04:35 +0000 2022,-101.89717300000001,33.5705265,Certainly a human tragedy without any vital reson.
1518365454703550464,gemarble357,Sun Apr 24 23:05:08 +0000 2022,-118.4119065,34.0207895,"#ArmenianGenocide happened. As we see in #Ukraine, genocide it can happen again. https://t.co/Os6T2aO2ep"
1518365512841023489,lacey9020,Sun Apr 24 23:05:22 +0000 2022,-82.81656100000001,27.8383605,Most Russians feel Ukraine is part of Russia. This is why they forced Putin to do this Special Operation. They thin… https://t.co/XAvyNkeBOV
1518365628746412032,mdtrf,Sun Apr 24 23:05:50 +0000 2022,3.6611595,51.5015865,RUSSIA INVADED UKRAINE&gt;&gt;https://t.co/OrLeh2HnELWE'RE ALL IN&gt; FOR A THREAT; INFLICTED BY EVIL FORCES INRUSSIA; THE PUTIN DOCTRINE !
1518365680940339201,bitcoincashjusd,Sun Apr 24 23:06:02 +0000 2022,-100.0768885,31.1688935,Ukraine was OUR government branchAnyways who represented and did not nKnowFired
1518365997111128065,dabydeen,Sun Apr 24 23:07:18 +0000 2022,-79.2725695,43.629311,90% of the residential buildings have been hit. That's the result of targeted strikes. How Putin would wail if Ukra… https://t.co/hR7uFZ2I7z
1518366096528715777,Richard78763566,Sun Apr 24 23:07:41 +0000 2022,-73.86085700000001,40.944567500000005,Use your abilities.
1518366201231065089,JosephV64384697,Sun Apr 24 23:08:06 +0000 2022,-71.0887125,42.3136695,Always Since Charles De Gaulle Maybe Napoleon Bonaparte History Repeats And @NATO @EuropeanUnion12 &amp; 🇺🇸 FAILED… https://t.co/iDy7M1Fx0J
1518366225189019652,MARYMANDZIJ,Sun Apr 24 23:08:12 +0000 2022,-97.1526765,49.8538055,@POTUS Kudos to all the aid that has been sent to Ukraine. NATO must stop Putin because he won't stop with UKRAINE.… https://t.co/tf8GMUKXwz
1518366273725476864,lacey9020,Sun Apr 24 23:08:24 +0000 2022,-82.81656100000001,27.8383605,"Why US did not oppose Nazis ideology in Ukraine? Because it is at the heart of Ukraine nationalism, being anti-Russ… https://t.co/H8B2DlLG8C"
1518366285477945346,dawidwburzynski,Sun Apr 24 23:08:26 +0000 2022,-79.616073,43.555244,So Russia have laid out there plans to use WMDs in Ukraine. Got it #SlavaUkraini
1518366403463884800,Sandy23269960,Sun Apr 24 23:08:55 +0000 2022,115.670474,-33.327149000000006,@10NewsFirst Well why are they doing nothing to help these poor innocent ppl in Ukraine being slaughtered???
1518366578697547776,barryDstocker,Sun Apr 24 23:09:36 +0000 2022,29.005222500000002,41.0213205,"1/3 How Ukrainians saved the Ancient Britons from Saxon invasion! To be precise, in the 2004 film *King Arthur*, Ro… https://t.co/JUV39fhc5H"
1518366693424529408,_janeward,Sun Apr 24 23:10:04 +0000 2022,115.670474,-33.327149000000006,"They were flying the Ukraine flag this morning at the dawn service in Bunbury, and gave a moving tribute to them. W… https://t.co/ZNAkqXaZNT"
1518366720838320130,CynthiaSneed7,Sun Apr 24 23:10:10 +0000 2022,-86.00682950000001,34.003125,@ChrissieEvert @iga_swiatek @WTA As is her country helping Ukraine!
