id,username,created_at,lng,lat,text
1518366732490096641,PTekach,Sun Apr 24 23:10:13 +0000 2022,-80.574624,41.021820000000005,Volodymyr Zelenskyy Warns That Ukraine Is Just The Beginning For Russiahttps://t.co/UkUxCDBd0T
1518367047226380288,Michael20221919,Sun Apr 24 23:11:28 +0000 2022,-0.4323375,51.8944435,I stand with Ukraine 🇺🇦I was wondering why two major European country's sold Russia 🇷🇺 weapons which are now bein… https://t.co/0H2sNJqaI2
1518367208568770560,bsmitherealbob1,Sun Apr 24 23:12:07 +0000 2022,-75.3864605,39.1450235,"@seanhannity Ukraine's Zelenskyy is wasting his time meaning with the two bird brain worst Sec.Austin and Blinken,… https://t.co/VghRr6UDD0"
1518367498533539841,LeopoldOuellet9,Sun Apr 24 23:13:16 +0000 2022,-67.389307,47.509690500000005,"""• Ukraine population by age group 2021 | Statista"" https://t.co/CIgiWnEVBG."
1518367621799940096,whitbycolin,Sun Apr 24 23:13:45 +0000 2022,-0.6188560000000001,54.481283,I don't understand the fools obsession to kill innocent people so many countries have a nuclear option if he hits t… https://t.co/BBEIWE2gC2
1518368116887146496,LibertyHotelB,Sun Apr 24 23:15:43 +0000 2022,31.181446,48.382929000000004,#Guyana postage stamp.#StandWithUkraine #StopRussianAggression #Ukraine https://t.co/9EUg5XZFgX
1518368430445178880,MySocialMedia6,Sun Apr 24 23:16:58 +0000 2022,145.0531355,-37.9725665,You do it like this @ScottMorrisonMPhttps://t.co/toFuS8NlJg#auspol
1518368451256979456,BK__Ultra,Sun Apr 24 23:17:03 +0000 2022,-122.3306025,47.614817,"Feel extremely greatful to have two amazing pieces from @osmangulveren's incredible and emotional series ""Russian I… https://t.co/TZ6KZ6XDnU"
1518368463013642240,DailyNews79,Sun Apr 24 23:17:06 +0000 2022,172.21001302,-42.53376215,Ukraine war shows peace can't be taken for granted - Ardern - 1News https://t.co/RO3Ut5IrQX https://t.co/uVTPv8hRcp
1518368802261454848,JoQuinnbtchycat,Sun Apr 24 23:18:27 +0000 2022,-117.851089,33.842863,Israeli soldiers arrive to fight in Ukraine:
1518368816446775297,RockyFJBLGB,Sun Apr 24 23:18:30 +0000 2022,-111.931711,34.1682535,@MN_Kel @A_siddique79 Anyone who actually understands what Ukraine is about would not be hanging Ukrainian flags on their profile!
1518369088392806402,lainebee23,Sun Apr 24 23:19:35 +0000 2022,-72.7318375,40.8294475,@TheRealMatt22 With Putin's war on the Ukraine... He has made his country and himself a pariah... His war crimes will not be forgotten...
1518369230328061952,angelmelguizo,Sun Apr 24 23:20:09 +0000 2022,-75.43191350000001,6.145115499999999,Hope so too!
1518369244051869696,MathiasSsemanda,Sun Apr 24 23:20:12 +0000 2022,-77.904653,40.8028355,Emmanuel Macron wins second term as President of France. Biden and Boris congratulate him. The war in Ukraine continues unabated.
1518369479557885953,Michael20221919,Sun Apr 24 23:21:08 +0000 2022,-0.4323375,51.8944435,Ukraine 🇺🇦 is not Russia🇷🇺 https://t.co/B1OQjCI2ZK
1518369583974871040,Telly222,Sun Apr 24 23:21:33 +0000 2022,-123.123581,49.257639,Democratically elected. #PutinFool is #loosing again
1518369757325574146,WillBenton1,Sun Apr 24 23:22:14 +0000 2022,-84.433106,33.7671945,"The longer the Mad Maniac Putin keeps his Army in the field, with the sustained high rate of attrition, we will see… https://t.co/jkMUBX6mE2"
1518369776783040513,then8ivepatriot,Sun Apr 24 23:22:19 +0000 2022,-101.89717300000001,33.5705265,It’s funny hearing people say “the Ukraine” 😅😅😅 I bet they say “EYEtalian” too 😒
1518369945960292353,JeremyLevine92,Sun Apr 24 23:22:59 +0000 2022,-74.24240950000001,40.948353,He has yet to win small so now he wants to try and win big…Beyond irrational
1518370301595291648,ScottPe71714792,Sun Apr 24 23:24:24 +0000 2022,-84.433106,33.7671945,@AKostrzewa3 @SherryBoBerry4 @TripleJRF @visegrad24 Ukraine has had since occupation of Crimea to prepare. We want… https://t.co/dGxDqQPfGR
1518370351025164289,NegwaGee,Sun Apr 24 23:24:36 +0000 2022,39.571241,-2.36521,@pizzahmwitu And others are raising money to fund Ukraine
1518370755968348161,Gregory51165670,Sun Apr 24 23:26:12 +0000 2022,-120.58340150000001,44.1454365,China has fuel reserve in Europe. Strange Obiden is depleting US fuel reserve. Why so after all our military is dep… https://t.co/qelyHuIb68
1518370780433862656,mykkal,Sun Apr 24 23:26:18 +0000 2022,-84.433106,33.7671945,@KyivIndependent Only two offensives... What globally recognized Army can only afford to  invade a few months at a… https://t.co/ZxdG3RK1mZ
1518370954929328128,Telly222,Sun Apr 24 23:27:00 +0000 2022,-123.123581,49.257639,F¥k #LooserPutin. He will never put anyone ahead of his aggressive #RFAgenda. He will let them all burn
1518371096235544576,ewilks56,Sun Apr 24 23:27:33 +0000 2022,-83.1738665,32.6782075,"@rlr40141938 Still have to wonder how could 42% of French voters vote for a staunch Putin ally, considering what he… https://t.co/YqpEK3n7wz"
1518371226493857799,BaidaAmit,Sun Apr 24 23:28:05 +0000 2022,12.386702499999998,51.3415155,@jacintocosta @CanadianUkrain1 U try to create similarity.But isn't the same.Read the history of the land and the… https://t.co/9RjtQFhO4N
1518371231271198724,BrodaShokan1,Sun Apr 24 23:28:06 +0000 2022,3.3386055,6.4931125000000005,@EtieneUbeh Very funny no vix #brodashokan1 #Ukraine #ONEPIECE1015 https://t.co/sawOgUxluH
1518371475983581184,comanchechiefIV,Sun Apr 24 23:29:04 +0000 2022,-89.2665075,39.7393005,Among the international volunteers fighting along with Ukrainian military are the Israelis. 🇺🇦🇮🇱
1518371482899951616,TwetKat,Sun Apr 24 23:29:06 +0000 2022,-114.087851,51.027664,I agree with this take on #MBSラジオ #Saudi oil &amp; the future stability of the #MiddleEast the assist with #Russian agg… https://t.co/Wtdxs7h1AV
1518371946832056320,survivor_rights,Sun Apr 24 23:30:56 +0000 2022,-83.804475,27.698681999999998,"Foreign fighter are going to #Ukraine to help with defending the country, media reports with apparent approval and… https://t.co/RL7YVb4fFB"
1518372042059436033,AlisaPenninger,Sun Apr 24 23:31:19 +0000 2022,-79.861034,35.1704985,Heroes
1518372088012283906,BasuAshis,Sun Apr 24 23:31:30 +0000 2022,-79.616073,43.555244,Op-Ed by @melaniejoly and @trussliz https://t.co/WkvTJIcoio
1518372123483553792,AdamsFantasy,Sun Apr 24 23:31:38 +0000 2022,-72.54558449999999,42.1130625,"US Secretary of State Blinken and defense chief Austin meet Volodymyr Zelenskyy in Kyiv, says the presidential advi… https://t.co/j0cz57RXzO"
1518372430745587712,MathiasSsemanda,Sun Apr 24 23:32:52 +0000 2022,-77.904653,40.8028355,Ukraine cannot guarantee the European Union that has experienced over 50 years of stability that the crisis in Ukra… https://t.co/UTiWdEMoR2
1518372490451767296,CAllderladd,Sun Apr 24 23:33:06 +0000 2022,145.0531355,-37.9725665,Not necessarily every man..but definately some...think comfort women in Japan....9 women pregnant in Ukraine from r… https://t.co/2TUu1hc6zK
1518372673629392897,AdamsFantasy,Sun Apr 24 23:33:50 +0000 2022,-72.54558449999999,42.1130625,"US Secretary of State Blinken and defense chief Austin meet Volodymyr Zelenskyy in Kyiv, says the presidential advi… https://t.co/cnMfq51LJP"
1518372739236741120,AdamsFantasy,Sun Apr 24 23:34:05 +0000 2022,-72.54558449999999,42.1130625,War in Ukraine entered its third month on Sunday – the day that Orthodox Christians celebrate Easter. https://t.co/BAXLsrlT1B
